COMPLAINT_STATUS,COMPLIANCE_REVIEW_END_DATE,COMPLIANCE_REVIEW_START_DATE,COUNTRY,DATE_CLOSED,DISPUTE_RESOLUTION_END_DATE,DISPUTE_RESOLUTION_START_DATE,DOCUMENTS,ELIGIBILITY_END_DATE,ELIGIBILITY_START_DATE,ENVIRONMENTAL_CATEGORY,FILERS,FILING_DATE,HYPERLINK,IAM,IAM_ID,ISSUES,IS_COMPLIANCE_REPORT_ISSUED,MONITORING_END_DATE,MONITORING_START_DATE,PROJECT_ID,PROJECT_LOAN_AMOUNT,PROJECT_NAME,PROJECT_NUMBER,PROJECT_TYPE,REGISTRATION_END_DATE,REGISTRATION_START_DATE,RELATED_PROJECT_NUMBER,SECTOR,YEAR
Closed,,,Honduras,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/FinancialIntermediary_CAOAssessmentReportMarch_2015ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinancialIntermediary_CAOAssessmentReportMarch_2015SPANISH.pdf",Completed,,FI,,"July 25, 2014",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=231,CAO,21,"Land conflict, security concerns, environmental pollution",,,,231,"$20m, $70.1m","Banco Financiera Comercial Hondurena 26394,",29257,Financial Markets,,"July 25, 2014",,Banking,2014
Open - Compliance,,,Honduras,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOcommuniqueDinant_February2013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_Dinant_August132012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_Dinant_August132012_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/DinantAuditCAORefC-I-R9-Y12-F161_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/DinantAuditCAORefC-I-R9-Y12-F161_ESP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAuditofDinant_Jan32014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/DinantConsultationEnhancedActionPlan_April2_2014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/TOR_Dinant_Audit_Nov_20_2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_MonitoringReport_Honduras_Dinant_Apr072015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_MonitoringReport_Honduras_Dinant_Apr072015_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_MonitoringReport_Honduras_Dinant_07062016_FINAL.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_MonitoringReport_Honduras_Dinant_07062016_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCommuniqueMonitoringofIFC_Honduras_Dinant_March2017_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCommuniqueMonitoringofIFC_Honduras_Dinant_March2017_ESP.pdf",,,B,,"April 17, 2012",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=188,CAO,21,"Evictions, security concerns, project due diligence",,,Completed,188,US$30m (A loan),Dinant,27250,Agribusiness,,"April 17, 2012",,Agribusiness,2012
Open - Compliance,,Completed,Honduras,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Dinant-02Complaint.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Dinant2and3_February2017_English.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Dinant2and3_February2017_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisal_Dinant-02-03_June192017.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisal_Dinant-02-03_June192017_ESP.pdf",,,B,,"July 25, 2014",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=224,CAO,21,"Evictions, land conflict, security concerns ",,,Completed,224,US$30m (A loan),Dinant,27250,Agribusiness,,"July 25, 2014",,Agribusiness,2014
Open - Compliance,,Completed,Honduras,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAO_CtaMUCA.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Dinant2and3_February2017_English_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Dinant2and3_February2017_Spanish_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisal_Dinant-02-03_June192017_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisal_Dinant-02-03_June192017_ESP_000.pdf",,,B,,"July 25, 2014",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=223,CAO,21,"Evictions, land conflict, security concerns ",,,Completed,223,US$30m (A loan),Dinant,27250,Agribusiness,,"July 25, 2014",,Agribusiness,2014
Open - Compliance,,,Honduras,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Ficohsa_C-I-R9-Y13-F190.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Ficohsa_C-I-R9-Y13-F190.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Ficohsa_C-I-R9-Y13-F190_ESP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Ficohsa_C-I-R9-Y13-F190.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCommunique_Ficohsa_SummaryofFindings_August112014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCommunique_Ficohsa_SummaryofFindings_August112014ESP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInvestigationofIFCRegardingFicohsa_C-I-R9-Y13-F190.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInvestigationFicohsa_C-I-R9-Y13-F190_ESPANOL.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOregardingFicohsa_July142014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FicohsaComplianceInvestigationTORJan2014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOFicohsaInvestigationMonitoringReportFY2016.pdf",,,FI,,"August 21, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=209,CAO,21,,,,Completed,209,"$20m, $35m, $70.1m","Ficohsa 26394, 27341,",29257,Global Financial Markets,,"August 21, 2013",,Banking,2013
Open - Compliance,,Completed,Honduras,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/REDACTEDLetterofComplaint_Tela_Honduras_October_9_2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReportFicohsa-02_October2016English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/REDACTEDLetterofComplaint_Tela_Honduras_October_9_2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInformedeEvaluacionFicohsa-02_Octubre2016Espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/REDACTEDLetterofComplaint_Tela_Honduras_October_9_2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_Ficohsa-Tela_June2017.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_Ficohsa-Tela_June2017_ESP.PDF",,,FI,,"October 09, 2015",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=243,CAO,21,"Land grabbing, displacement, environmental degradation, lack of economic benefits",,,Completed,243,"$20m, $35m, $70.1m","Ficohsa 26394, 27341,",29257,Global Financial Markets,,"October 09, 2015",,Banking,2015
Closed,,,Mexico,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_HarmonHall_July2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponse_HarmonHallMexico_July242012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_ConclusionReportHarmonHall_July_23_2013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_HARMON_HALL_C-I-R9-Y13-F188.pdf",,,B,,"December 02, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=183,CAO,21,"Compensation, fair treatment, intimidation, management systems",,,,183,$7.9 million equity,Harmon Hall ,29753,Health & Education,,"December 02, 2011",,XX - Other,2011
Closed,,,Mexico,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_HarmonHall-02-06-English_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_HarmonHall-02-06-Spanish_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_Mexico_HarmonHall02-06and08_Apr082015.pdf",Completed,,B,,"September 06, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=207,CAO,21,"Fair treatment, compensation ",,,,207,$7.9 million equity,Harmon Hall ,29753,Health & Education,,"September 06, 2013",,XX - Other,2013
Closed,,,Mexico,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_HarmonHall-02-06-English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintBujagali-06_Redacted_March272013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_HarmonHall-02-06-Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintBujagali-06_Redacted_March272013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_Mexico_HarmonHall02-06and08_Apr082015_000.pdf",Completed,,B,,"October 14, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=210,CAO,21,"Unfair treatment, lack of management engagement, poor management systems and withheld benefits",,,,210,$7.9 million equity,Harmon Hall ,29753,Health & Education,,"October 14, 2013",,XX - Other,2013
Closed,,,Mexico,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_HarmonHall-08English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/HarmonHall8thCAOComplaint-IFCResponse05-14-2014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_Mexico_HarmonHall02-06and08_Apr082015_001.pdf",Completed,,B,,"March 14, 2014",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=217,CAO,21,"Withheld benefits, compensation",,,,217,$7.9 million equity,Harmon Hall ,29753,Health & Education,,"March 14, 2014",,XX - Other,2014
Closed,,,Mexico,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReportHarmonHallJuly2014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/HarmonHall_7thComplaint_IFCManagementResponse_Aug13.pdf",,,B,,"March 04, 2014",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=215,CAO,21,"Unjust dismissal, unfair treatment and withheld benefits",,,,215,$7.9 million equity,Harmon Hall ,29753,Health & Education,,"March 04, 2014",,XX - Other,2014
Closed,,,Nicaragua,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/BreakdownofaidprovidedbyNSELthroughCAOprocess_April2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Mediastatement_Nicaraguachronickidneydisease_012612.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Communique_NSEL_041811.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/SPANISHMediastatement_Nicaraguachronickidneydisease_012612.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Communique_NSEL_042011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Communique_NSEL_041811.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Communique_NSEL_SPANISH_042011.docx, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Jan29_2009IFCresponse.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/NSEL_ASOCHIVIDA_CAO_SignedAgreement_June282012_eng.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/NSEL_ASOCHIVIDA_CAO_SignedAgreement_June282012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/BU_SummaryReport_August122012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/BU_InformeSumario_12deAugusto_2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AdolescentReportJune252012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/InformeAdolescentes25Junio2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Biological_Sampling_Report_April_2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Informe_muestreo_biologico_Abril_2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/BU_CohortPilotStudyReport_Jan2012_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/BU_CohortPilotStudy_Jan2012_ESPANOL.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/BU_Interviews_Report_FEB_2012_Eng.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/BU_Informe_Entrevistas_FEB_2012_Esp.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINAL_MedicalNeedsAssessmentandGapAnalysis_May272011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/InformeFinal_EvaluacionNecMedicas_AnalisisBrechas_Mayo27_2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FacilitatorSummaryJanuary2011_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FacilitatorSummaryJanuary2011_SPAN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FacilitatorSummaryNov122010English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ResumendelFacilitador12denovde2010.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FacilitatorSummarySept22010English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ResumendelFacilitador2desept2010.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Water_sampling_report_August2010.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Water_sampling_report_August2010_SPAN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINALIHReport-AUG302010-ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINALIHReport-AUG302010-SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FacilitatorSummaryJune42010English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ResumendelFacilitador4dejunde2010.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/03F_BU_executive_summary_Dec18_2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/03H_BU_FINAL_report_scopestudyCRI_18.Dec.2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/03D_BU_executive_summary_Dec18_2009_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/03B_BU_FINAL_report_scopestudyCRI_Dec18_2009_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FacilitatorSummary_DialogueaboutCRI_Dec2_2009.ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ResumendelFacilitador_DialogosobreIRC_Dic2_2009.SPAN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/DialogueaboutCRI-FacilitatorsSummary16Oct2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/DialogosobreIRC-Resumendelfacilitador16Oct2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/October_2009NeedsAssessmentReport_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/October_2009NeedsAssessmentReport_SPAN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FacilitatorSummary_DialogueaboutCRI_Sep30_2009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FacilitatorSummary_DialogueaboutCRI_Sep30_2009.SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/May15_2009ProgressReportENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/May15_2009ProgressReportSPAN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/03DialogosobreIRC-summaryfacilitator30april_Englishtranslation.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/03_2DialogosobreIRC-resumendelfacilitador30deabril.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/02FacilitatorsSummaryThreeFirstDialogueMeetingsforCRI.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/02.2ResumendelFacilitadordelastresprimerasreunionesdedialogo.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Epidemiology_TOR_4_March_2009_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNSEL10_Dec_2008_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Epidemiology_TOR_4_March_2009_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FrameworkAgreement.English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FrameworkAgreement.Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/NSELissuesGoyenaandAbangasca_ConclusionReport.April2010.English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/NSELissuesGoyenaandAbangasca_ConclusionReport_April2010.Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOConclusionReport_NSEL_August2015_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOConclusionReport_NSEL_August2015_SPANISH.pdf",,,B,,"March 01, 2008",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=82,CAO,21,,,,,82,$25 million (A Loan) & $30 million (B Loan),Nicaragua Sugar Estates Limited S.A.,25331,Agribusiness,,"March 01, 2008",,Agriculture and Forestry,2008
Open - Ombudsman,,,Nicaragua,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintforwebEnglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Montelimar_CAOAssessmentReport_February2016English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Montelimar_CAOAssessmentReport_February2016_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetotheCAOAssessmentReportontheComplaintregardingIFCinvestmentinIngenioMontelimar.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/SignedagreementJanuary2017Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Annex1totheJanuary2017AgreementSpanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Annex2totheJanuary2017AgreementSpanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AgreementbtwMontelimarandAMBEDEnglishwithannexes.pdf",,,A,,"October 01, 2015",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=242,CAO,21,"Community health & safety, environmental pollution, land tenure, and information disclosure",,,,242,$15 million A loan,Ingenio Montelimar,32253,Global Manufacturing & Services,,"October 01, 2015",,Agribusiness,2015
Closed,,,Panama,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintPanamaCanalExpansion_CAOwebsite.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReport_PanamaCanalExpansion_Feb2012_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReport_PanamaCanalExpansion_Feb2012_ESPANOL.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse_PanamaCanalExpansion_Feb2012_Eng.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_PanamaCanalExpansion_C-I-R9-Y12-F159_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_PanamaCanalExpansion_C-I-R9-Y12-F159_ESP.pdf",Completed,,A,,"May 13, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=174,CAO,21,"Community health and safety, and relocation; impacts to the marine ecology and water sources",,,,174,$500 million A Loan,Panama Canal Expansion,26665,Infrastructure,,"May 13, 2011",,Transportation,2011
Closed,,,Panama,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/PandoMontelirio-01-Chiriqui_Englishtranslation.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/PandoMonterlirio-01-Chiriqui_Spanishtranslation.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessment_09.01.10.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Panama_AssessmentReport_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Panama_AssessmentReport_Espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Panama_Conclusion_Rpt_FINAL_April2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Panama_Conclusion_Rpt_SPAN_Abril2011.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_C_I_R9_Y11_F134_Feb09-2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_C_I_R9_Y11_F134_SPANISH_Feb08_2012.pdf",,,A,,"January 27, 2010",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=156,CAO,21,"Consultation, cumulative impact assessment; water",,,,156,"$25 mil A Loan, $15 mil C Loan, $5 mil IFC swap",Pando Montelirio,27975,Infrastructure,,"January 27, 2010",,Power,2010
Closed,,,Peru,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/MapleCAOComplaint_English_April2010.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/DemandaalaCAOSobreMaple_Abril2010.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalAssessmentReportMapleJan2011ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalAssessmentReportMapleJan2011SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2011_May24-25_SignedAgreementSPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2011_May24-25SignedAgreement_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2011_April29_SignedAgreementSPANISHFINAL.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2011_April29SignedAgreement_ENGLISHFINAL.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINALInformedeConclusionOmbudsmanSPANISHOct312011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINALConclusionReportOmbudsmanENGLISHOct312011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_C_I_R9_Y12_F155_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_C_I_R9_Y12_F155_SPA.pdf",,,B,,"April 06, 2010",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=157,CAO,21,Impacts to community health and the environment,,,,157,Up to $10 million equity,Maple Energy,26110,"Oil, Gas, Mining, & Chemicals",,"April 06, 2010",,"Oil, Gas and Mining",2010
Closed,,,Peru,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReport_Quellaveco_July_2012_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReport_Quellaveco_July_2012_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponsetoCAOassessment_Quellaveco_Sep62012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisal_Quellaveco_May152013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInvestigation-IFCInvestmentinQuellaveco_08-29-14.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInvestigation-IFCInvestmentinQuellaveco_08-29-14_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOSummary_QuellavecoFindings_Sept42014_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOSummary_QuellavecoFindings_Sept42014_ESP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse_Quellaveco-05-22-14_SIGNED.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_MonitoringReport_Peru_Quellaveco-01_03212017.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_MonitoringReport_Peru_Quellaveco-SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse_QuellavecoSecondMonitoringReport.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_MonitoringReport_Peru_Quellaveco-SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_MonitoringReport_Peru_Quellaveco-01_10142015_web.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_MonitoringReport_Peru_Quellaveco-01_10142015_web-Espanol.pdf",,,B,,"November 26, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=185,CAO,21,"Water quality and quantity, pollution control, community health & safety, EIA, community consultation and information disclosure",,,,185,$60 million equity (currently divested),Quellaveco,3823,"Oil, Gas, Mining, & Chemicals",,"November 26, 2011",,Mining,2011
